occ_year,city_year,t_ckt
(occ2_management)_2015,"(Akron, OH)_2015",1.0385721805321977
(occ2_management)_2015,"(Albany-Schenectady-Troy, NY)_2015",1.1078012830154915
(occ2_management)_2015,"(Albuquerque, NM)_2015",1.0039575018311564
(occ2_management)_2015,"(Allentown-Bethlehem-Easton, PA-NJ)_2015",1.0263352941674755
(occ2_management)_2015,"(Amarillo, TX)_2015",0.9762415173463918
(occ2_management)_2015,"(Anchorage, AK)_2015",1.0321537535262668
(occ2_management)_2015,"(Ann Arbor, MI)_2015",1.0532783592698427
(occ2_management)_2015,"(Anniston-Oxford-Jacksonville, AL)_2015",0.9411774417629638
(occ2_management)_2015,"(Asheville, NC)_2015",0.9704634012292319
(occ2_management)_2015,"(Atlanta-Sandy Springs-Roswell, GA)_2015",1.1080546641262998
(occ2_management)_2015,"(Atlantic City-Hammonton, NJ)_2015",0.9189034706018502
(occ2_management)_2015,"(Auburn-Opelika, AL)_2015",0.9605649063558757
(occ2_management)_2015,"(Augusta-Richmond County, GA-SC)_2015",1.0170037472072646
(occ2_management)_2015,"(Austin-Round Rock, TX)_2015",1.0948703467836995
(occ2_management)_2015,"(Bakersfield, CA)_2015",0.8561454581901834
(occ2_management)_2015,"(Baltimore-Columbia-Towson, MD)_2015",1.0866369375762464
(occ2_management)_2015,"(Bangor, ME)_2015",0.9106072962297548
(occ2_management)_2015,"(Barnstable Town, MA)_2015",1.0540485461254139
(occ2_management)_2015,"(Baton Rouge, LA)_2015",1.0479050298782397
(occ2_management)_2015,"(Beaumont-Port Arthur, TX)_2015",0.9522680769515217
(occ2_management)_2015,"(Bellingham, WA)_2015",0.9471727538285608
(occ2_management)_2015,"(Bend-Redmond, OR)_2015",1.0431513592276211
(occ2_management)_2015,"(Binghamton, NY)_2015",0.981232605806247
(occ2_management)_2015,"(Birmingham-Hoover, AL)_2015",1.038162077031465
(occ2_management)_2015,"(Bismarck, ND)_2015",0.945343260830457
(occ2_management)_2015,"(Blacksburg-Christiansburg-Radford, VA)_2015",0.9896118333492958
(occ2_management)_2015,"(Bloomington, IL)_2015",1.0715221276408284
(occ2_management)_2015,"(Bloomington, IN)_2015",0.9604206189386024
(occ2_management)_2015,"(Boise City, ID)_2015",1.012878001583815
(occ2_management)_2015,"(Boston-Cambridge-Newton, MA-NH)_2015",1.0969378350292618
(occ2_management)_2015,"(Bremerton-Silverdale, WA)_2015",1.0690991029666228
(occ2_management)_2015,"(Bridgeport-Stamford-Norwalk, CT)_2015",1.0905798222123084
(occ2_management)_2015,"(Brownsville-Harlingen, TX)_2015",0.8760281040786922
(occ2_management)_2015,"(Buffalo-Cheektowaga-Niagara Falls, NY)_2015",1.0217406106174254
(occ2_management)_2015,"(Burlington, NC)_2015",1.080187381589294
(occ2_management)_2015,"(Burlington-South Burlington, VT)_2015",1.0546198306523982
(occ2_management)_2015,"(Canton-Massillon, OH)_2015",0.9857277122568485
(occ2_management)_2015,"(Cape Coral-Fort Myers, FL)_2015",0.9966078694645175
(occ2_management)_2015,"(Champaign-Urbana, IL)_2015",0.9827814082205519
(occ2_management)_2015,"(Charleston, WV)_2015",1.0215152831464744
(occ2_management)_2015,"(Charleston-North Charleston, SC)_2015",1.0330864990974984
(occ2_management)_2015,"(Charlotte-Concord-Gastonia, NC-SC)_2015",1.07287396508884
(occ2_management)_2015,"(Chattanooga, TN-GA)_2015",1.0271433448656655
(occ2_management)_2015,"(Chicago-Naperville-Elgin, IL-IN-WI)_2015",1.072154117187599
(occ2_management)_2015,"(Chico, CA)_2015",0.9997193203679251
(occ2_management)_2015,"(Cincinnati, OH-KY-IN)_2015",1.0598901720644278
(occ2_management)_2015,"(Clarksville, TN-KY)_2015",0.9356087701582967
(occ2_management)_2015,"(Cleveland-Elyria, OH)_2015",1.0429813556686112
(occ2_management)_2015,"(Coeur d'Alene, ID)_2015",1.0097029525437269
(occ2_management)_2015,"(College Station-Bryan, TX)_2015",1.010372193612833
(occ2_management)_2015,"(Colorado Springs, CO)_2015",1.0446053080042308
(occ2_management)_2015,"(Columbia, MO)_2015",1.0707706699416137
(occ2_management)_2015,"(Columbia, SC)_2015",1.031497030060351
(occ2_management)_2015,"(Columbus, OH)_2015",1.1194426177839942
(occ2_management)_2015,"(Corpus Christi, TX)_2015",0.9238838350052487
(occ2_management)_2015,"(Dallas-Fort Worth-Arlington, TX)_2015",1.0960163587466059
(occ2_management)_2015,"(Daphne-Fairhope-Foley, AL)_2015",0.9590726468920294
(occ2_management)_2015,"(Dayton, OH)_2015",1.016352323015675
(occ2_management)_2015,"(Decatur, AL)_2015",1.0006911065043644
(occ2_management)_2015,"(Decatur, IL)_2015",0.9661881528291201
(occ2_management)_2015,"(Deltona-Daytona Beach-Ormond Beach, FL)_2015",0.992841146199386
(occ2_management)_2015,"(Denver-Aurora-Lakewood, CO)_2015",1.1036953997970418
(occ2_management)_2015,"(Des Moines-West Des Moines, IA)_2015",1.09454502641244
(occ2_management)_2015,"(Detroit-Warren-Dearborn, MI)_2015",1.0394230832874225
(occ2_management)_2015,"(Dover, DE)_2015",0.9733333140952878
(occ2_management)_2015,"(East Stroudsburg, PA)_2015",1.0379343053907373
(occ2_management)_2015,"(Eau Claire, WI)_2015",0.9699207832821441
(occ2_management)_2015,"(El Centro, CA)_2015",0.8038149311381166
(occ2_management)_2015,"(El Paso, TX)_2015",0.9756550020458236
(occ2_management)_2015,"(Elkhart-Goshen, IN)_2015",1.0652934029701735
(occ2_management)_2015,"(Erie, PA)_2015",1.0087257034367678
(occ2_management)_2015,"(Eugene, OR)_2015",1.0291670934437072
(occ2_management)_2015,"(Fayetteville, NC)_2015",0.9917692647004791
(occ2_management)_2015,"(Fayetteville-Springdale-Rogers, AR-MO)_2015",1.001292516438439
(occ2_management)_2015,"(Flagstaff, AZ)_2015",0.9382756040668251
(occ2_management)_2015,"(Florence, SC)_2015",1.0015419247639226
(occ2_management)_2015,"(Fort Collins, CO)_2015",1.0482421099694987
(occ2_management)_2015,"(Fort Wayne, IN)_2015",1.0136262839974686
(occ2_management)_2015,"(Fresno, CA)_2015",0.9034407677963276
(occ2_management)_2015,"(Gadsden, AL)_2015",0.964352217208569
(occ2_management)_2015,"(Gainesville, FL)_2015",1.0031133100426928
(occ2_management)_2015,"(Gainesville, GA)_2015",0.9819394870888437
(occ2_management)_2015,"(Glens Falls, NY)_2015",0.913996811591235
(occ2_management)_2015,"(Goldsboro, NC)_2015",1.0672061498250212
(occ2_management)_2015,"(Grand Junction, CO)_2015",1.046030740690292
(occ2_management)_2015,"(Grand Rapids-Wyoming, MI)_2015",1.0242428477973506
(occ2_management)_2015,"(Greensboro-High Point, NC)_2015",1.0002568834259127
(occ2_management)_2015,"(Greenville, NC)_2015",0.9872062636542003
(occ2_management)_2015,"(Greenville-Anderson-Mauldin, SC)_2015",0.9875944144962459
(occ2_management)_2015,"(Gulfport-Biloxi-Pascagoula, MS)_2015",0.9225599123295009
(occ2_management)_2015,"(Hanford-Corcoran, CA)_2015",0.8099627681040914
(occ2_management)_2015,"(Harrisburg-Carlisle, PA)_2015",1.1033560391338422
(occ2_management)_2015,"(Harrisonburg, VA)_2015",0.8573142967094244
(occ2_management)_2015,"(Hartford-West Hartford-East Hartford, CT)_2015",1.0743236631437965
(occ2_management)_2015,"(Hickory-Lenoir-Morganton, NC)_2015",0.9670693980826774
(occ2_management)_2015,"(Hilton Head Island-Bluffton-Beaufort, SC)_2015",1.0485517315752444
(occ2_management)_2015,"(Homosassa Springs, FL)_2015",1.004458782462899
(occ2_management)_2015,"(Houma-Thibodaux, LA)_2015",0.9573339413139196
(occ2_management)_2015,"(Houston-The Woodlands-Sugar Land, TX)_2015",1.0368469640594935
(occ2_management)_2015,"(Huntsville, AL)_2015",1.0266095458162645
(occ2_management)_2015,"(Indianapolis-Carmel-Anderson, IN)_2015",1.0670995539053654
(occ2_management)_2015,"(Iowa City, IA)_2015",0.9530383864922775
(occ2_management)_2015,"(Ithaca, NY)_2015",0.9600790103050509
(occ2_management)_2015,"(Jackson, MI)_2015",0.9505780927826318
(occ2_management)_2015,"(Jackson, MS)_2015",1.0026145612540462
(occ2_management)_2015,"(Jackson, TN)_2015",0.9673762940847275
(occ2_management)_2015,"(Jacksonville, FL)_2015",1.0866887645062007
(occ2_management)_2015,"(Janesville-Beloit, WI)_2015",0.9930240730269726
(occ2_management)_2015,"(Jefferson City, MO)_2015",1.101742013206684
(occ2_management)_2015,"(Johnstown, PA)_2015",0.9785952147453992
(occ2_management)_2015,"(Joplin, MO)_2015",1.043900754319193
(occ2_management)_2015,"(Kalamazoo-Portage, MI)_2015",1.0052030257527989
(occ2_management)_2015,"(Kankakee, IL)_2015",1.0134058786089832
(occ2_management)_2015,"(Kansas City, MO-KS)_2015",1.0519693797651053
(occ2_management)_2015,"(Knoxville, TN)_2015",0.9834731292704887
(occ2_management)_2015,"(La Crosse-Onalaska, WI-MN)_2015",1.1109660248936712
(occ2_management)_2015,"(Lafayette, LA)_2015",0.9607539070766409
(occ2_management)_2015,"(Lafayette-West Lafayette, IN)_2015",0.9734967237139128
(occ2_management)_2015,"(Lake Havasu City-Kingman, AZ)_2015",0.9592689063341892
(occ2_management)_2015,"(Lakeland-Winter Haven, FL)_2015",0.9760181833809835
(occ2_management)_2015,"(Lancaster, PA)_2015",1.0045701802502194
(occ2_management)_2015,"(Lansing-East Lansing, MI)_2015",1.0302793829590857
(occ2_management)_2015,"(Laredo, TX)_2015",0.9964491296385487
(occ2_management)_2015,"(Las Cruces, NM)_2015",0.9084520605709927
(occ2_management)_2015,"(Las Vegas-Henderson-Paradise, NV)_2015",0.9837266140543267
(occ2_management)_2015,"(Lawrence, KS)_2015",0.9534668472223211
(occ2_management)_2015,"(Lebanon, PA)_2015",0.9406962540633624
(occ2_management)_2015,"(Lewiston-Auburn, ME)_2015",1.0174650758370603
(occ2_management)_2015,"(Lima, OH)_2015",0.9013353631372858
(occ2_management)_2015,"(Lincoln, NE)_2015",1.017485556358935
(occ2_management)_2015,"(Little Rock-North Little Rock-Conway, AR)_2015",1.0592026158592802
(occ2_management)_2015,"(Los Angeles-Long Beach-Anaheim, CA)_2015",1.0557047234223012
(occ2_management)_2015,"(Louisville/Jefferson County, KY-IN)_2015",1.0337596880811017
(occ2_management)_2015,"(Lubbock, TX)_2015",0.9383447682593452
(occ2_management)_2015,"(Lynchburg, VA)_2015",0.9637277865280274
(occ2_management)_2015,"(Madera, CA)_2015",0.837720410854635
(occ2_management)_2015,"(Manchester-Nashua, NH)_2015",1.0323670104977452
(occ2_management)_2015,"(Mansfield, OH)_2015",0.8848794100145111
(occ2_management)_2015,"(McAllen-Edinburg-Mission, TX)_2015",0.8894877136191838
(occ2_management)_2015,"(Medford, OR)_2015",0.9498473862014887
(occ2_management)_2015,"(Memphis, TN-MS-AR)_2015",1.0375274146367492
(occ2_management)_2015,"(Merced, CA)_2015",0.850840525014821
(occ2_management)_2015,"(Miami-Fort Lauderdale-West Palm Beach, FL)_2015",1.0303403595528464
(occ2_management)_2015,"(Michigan City-La Porte, IN)_2015",0.904728638318506
(occ2_management)_2015,"(Midland, TX)_2015",1.0629472487091383
(occ2_management)_2015,"(Milwaukee-Waukesha-West Allis, WI)_2015",1.0621623149540114
(occ2_management)_2015,"(Minneapolis-St. Paul-Bloomington, MN-WI)_2015",1.084163357944881
(occ2_management)_2015,"(Mobile, AL)_2015",1.0069408819582468
(occ2_management)_2015,"(Modesto, CA)_2015",0.9315159632538862
(occ2_management)_2015,"(Monroe, LA)_2015",0.9951237582668523
(occ2_management)_2015,"(Monroe, MI)_2015",0.9921666448395856
(occ2_management)_2015,"(Montgomery, AL)_2015",0.94911759218725
(occ2_management)_2015,"(Morgantown, WV)_2015",0.9434507564850285
(occ2_management)_2015,"(Muncie, IN)_2015",0.9020373676821154
(occ2_management)_2015,"(Muskegon, MI)_2015",0.889735459025672
(occ2_management)_2015,"(Myrtle Beach-Conway-North Myrtle Beach, SC-NC)_2015",0.9586600456359768
(occ2_management)_2015,"(Napa, CA)_2015",0.9643116505131105
(occ2_management)_2015,"(Naples-Immokalee-Marco Island, FL)_2015",1.002266333270423
(occ2_management)_2015,"(Nashville-Davidson--Murfreesboro--Franklin, TN)_2015",1.0626589202979135
(occ2_management)_2015,"(New Haven-Milford, CT)_2015",1.0609491690556314
(occ2_management)_2015,"(New Orleans-Metairie, LA)_2015",1.009132014383447
(occ2_management)_2015,"(New York-Newark-Jersey City, NY-NJ-PA)_2015",1.0705147255061198
(occ2_management)_2015,"(Niles-Benton Harbor, MI)_2015",1.0469357093188396
