MET2013,occ2_cleric,occ2_constr,occ2_exec,occ2_farmer,occ2_finsales,occ2_mechanic,occ2_mgmtrel,occ2_mining,occ2_operator,occ2_otheragr,occ2_product,occ2_prof,occ2_retsales,occ2_tech,occ2_transp,occ3_beauty,occ3_clean,occ3_food,occ3_janitor,occ3_others,occ3_protect,occ3_recreation,occ3_shealth,city_total
"Atlanta-Sandy Springs-Roswell, GA",0.00342059326515717,0.000393669278589406,0.005691886899582638,-0.01014691803732094,0.006210559012468336,0.001143179356222622,0.007832266222849434,-0.011123183541777607,0.0007993830597428087,-0.009837976452470022,-0.001976767591671048,0.0037281932264944077,0.003774823237627024,0.0007612863045451997,0.0007515794770940488,0.008474229167356837,0.0027512448647101697,0.0012266753330977542,-0.0024897144245901396,-0.0018340240264471102,-0.0014487801400858563,-0.0020927580494017294,-0.00600944644177431,-9.037909309839165e-16
"Atlantic City-Hammonton, NJ",-7.892532067456078e-05,-0.00012791554529152345,-0.00045208065279999255,0.0008258358832624302,-0.0005535914085310953,-9.939313408780805e-05,-0.0006499820900564973,0.00013391332976266134,-9.168301151162093e-05,0.0002314139114569475,-0.00033656066527127813,-0.0005342572721432215,-0.00039558194039680523,-0.00020761271869042947,-0.000164576804331383,-0.00013242685871169154,-9.894189026336136e-05,-3.581171340067465e-05,3.546810591793044e-05,0.00034747516639165987,0.0005522366767888138,0.0020374729729127393,-0.00020447502033154013,-3.002155815612362e-16
"Augusta-Richmond County, GA-SC",9.926234571112132e-05,0.0003980932069530584,-0.0003420472884053103,0.0006092784866115123,-0.0008209436944282132,0.0005861563716473741,-0.0008353386631657152,0.0001782149050124434,0.0006913973377919611,-1.068579002727046e-05,0.0005074867394767037,-0.00027351568535383965,1.3023798587977024e-05,0.00030604553305955246,8.618175533709914e-05,-0.0003747694101186097,-0.0001433321026450792,0.00012570280069300744,0.00035794871431811277,-0.0007597960385972581,7.326822361895802e-06,-0.0005782002159124787,0.00017251007109234215,3.866264947083309e-16
"Austin-Round Rock, TX",0.0006536831183088865,-0.0011071805949624753,0.003086068784849655,-0.0013414386206387226,0.004158035822291553,-0.0008580698120749606,0.00526549858258375,-0.000522247180902791,-0.001853141274509273,-0.0035318202515883046,-0.0015922866636282305,0.0027912967811454257,0.0018263667775767429,-0.00018824011464488137,-0.0015557370104941348,-0.00021725994490064387,-0.0011628201543799135,0.00013492403674347266,-0.0015173320965214216,0.00020893377920100722,-0.00041094663826433866,-0.0003504969392947137,-0.0019157903858961923,-5.048045315092509e-16
"Bakersfield, CA",-0.0012945478961461144,-0.001143676973026777,-0.0018675407583215462,5.673886229147669e-05,-0.0027046944606174484,-0.00036154871428346154,-0.0029545221284726507,0.007348034870848908,-0.0005294780731008742,0.018470830644582693,-0.0010267725876420318,-0.0018688242666232752,-0.001221654204386159,-0.0011838861366133832,-0.0002572848097935369,-0.0016809588971233452,-0.0017740421339958146,-0.0009867298511696278,-0.000840965063205623,-0.000872402506011494,-0.0007017434173490398,-0.002215670469757014,-0.0003886610300837933,6.938893903907228e-17
"Baltimore-Columbia-Towson, MD",0.0012405850717282446,-0.0006246748292382176,0.0020820063894114137,-0.0028765323237393645,0.0009553295774396104,1.2775259007497333e-05,0.002458303403624109,-0.004499074263183833,-0.002646531283077215,-0.004451813552580047,-0.0011107892639549725,0.0039633452188378845,-2.6893023263799797e-05,0.001535684508620976,-0.0008371001867586774,0.0011826266827544146,-0.0006150437191768552,-0.0007717871805056689,-0.0013814747859158634,0.000764335908814166,0.0027899277521640188,0.0034242677989385437,-0.0005674731599468342,-4.692427002517263e-16
"Bangor, ME",8.943577448526554e-05,0.00023757445722870282,-0.0003428376461278662,0.0012260261430888546,-0.0008371378875263689,7.529292600441835e-05,-0.000698337505823071,0.0006281062216626877,4.140220839800535e-05,0.0006571464761165738,0.0002675948393404481,-0.00039977280482609526,-0.0001924799544744788,-0.0001083577528511033,0.00023484801420354336,-0.00011575630803556543,-0.00019032259431753495,8.786375815351814e-06,0.00016208901497135686,-1.878001207381388e-05,-0.0003010819290994599,-0.0005068923916834343,8.345433552398637e-05,4.027268969697406e-16
"Barnstable Town, MA",-0.00022822510902335564,0.0009125103482202817,-0.00020208011048378726,0.0008713389190415335,0.0005796923443544099,-9.14491028618028e-05,-0.0005522109074088921,0.0006282806015897664,-0.00026169820536501583,0.0005078402337903526,0.00010534218753852694,-0.00024452043872941643,-4.20388416782e-05,-0.00020547676425012446,-0.00014170876523567782,-0.0007433134413535866,-0.00027884000202205617,-0.00021102240742676935,0.0003179184337666357,-0.00024599344791883507,-4.060086067828104e-05,-0.00012813451933515563,-0.0003056101445307348,-1.842059491052872e-16
"Baton Rouge, LA",0.00012714431084256917,0.0001655295465717065,-0.0001874486261665624,0.00020826260962176026,-0.0009422668108813649,0.00024143394976252198,-0.0006419382470689672,0.0023340839635971914,-0.00021860840067009077,-0.0007621698904785223,0.000649182561603452,-0.0003556147963202916,-0.0002590481073602752,0.00039572639779370065,3.0085236695147214e-05,-0.00017096597819956164,-0.00034725020643893096,0.0004317875933871557,0.00024670358109096053,-0.0007098455296449101,0.0004081709930242438,-0.0005277788927276305,-0.00011517525803310977,1.9190378452993428e-16
"Beaumont-Port Arthur, TX",-0.0001464786596209115,0.0006823462345926256,-0.0005680758150696434,0.0006064745481075794,-0.001205030171961146,0.00035784823340934135,-0.001119750336442048,0.0020437216184544106,0.0004627578075987282,-0.00019332840541900326,0.001011045230715271,-0.0006330104884673724,-0.00019542991105445584,-6.63785561375804e-05,0.00042523541001556614,-0.0006928755804550425,-0.000318303225418212,-7.895907079225268e-06,0.00018367875360977988,-0.000318044427471191,0.000713693808400263,-0.0010108908769110114,-1.1309283397290806e-05,-5.685556192513985e-16
"Beckley, WV",-5.8050894592676983e-05,5.049607555476028e-05,-0.0004326485272400087,0.001382155466427912,-0.0006378008213598113,0.0003066003274158758,-0.0006048099102917135,0.001493958752950645,9.435791116836284e-05,0.0006078948177345313,0.00036874285632370566,-0.0004383092171436377,-0.0001647730896549213,-0.0001239405712776458,0.00011396296924480082,-0.000505366803237919,-0.0002471291240527775,-8.236144232189074e-05,1.190835260491435e-05,-0.00034067739449333075,-0.00023283379039880234,-0.0005603188101716452,-1.057133188956175e-06,-2.2892928872031426e-16
"Bellingham, WA",-0.00011138579035482464,4.173821247111279e-05,-0.0002789912979051563,0.0013285992061931665,-0.0005996695852052589,0.00015892129717492813,-0.0006066982658307612,0.0006155277283729976,8.665659340871524e-05,0.0021381352143423835,-7.235460474574193e-05,-0.0003376787244999855,-0.0003116366319340688,-0.0002869144941730934,-5.240371329004684e-05,-0.0006878488372526557,-0.00018512494870162512,-2.145761943573828e-05,-0.0001645097508653333,-3.566719178160402e-05,-8.264746210775e-05,-0.0005599988762065246,2.5409542326696138e-05,-1.6859343782149594e-16
"Birmingham-Hoover, AL",0.0003634926843199605,0.00018971196126869785,-0.00031586590189297114,-0.0003568161177354484,-0.00015504635343277376,0.0010106459702583135,-0.00016405500574677564,0.0013929947079451828,0.0009244094791655004,-0.000607893910284731,0.0006152848608228434,-0.0002768248716844002,0.00013545620559101638,7.280085249759165e-05,0.00035743019377563806,-0.0003616629833569701,-0.00038336208652524004,-0.0003969029615938529,0.00042875093969255195,-0.00021685466802101898,0.0002580123991175352,-0.0018355906965774392,-0.0006781146976034187,-2.0860049798621105e-16
"Bismarck, ND",-0.00019292405903429207,-0.00015396181315045478,-0.0005122897614966238,0.002703190172465099,-0.0008208082285017263,0.00010479840075586076,-0.0005165431636003285,0.00202067455375763,-4.7380047746052226e-05,0.0008356493740348162,-6.168042941950944e-05,-0.0005895776456459529,-0.0003991494802046364,-0.00025543433588986087,4.030333906248577e-05,-0.000415504301109123,-0.00027043464138899254,-0.0002766087195309058,-2.815439454110076e-05,0.00017742103347732853,-0.00041584119754071747,-0.0006385483463999919,-0.00028719630835317126,-2.1982199047143602e-16
"Blacksburg-Christiansburg-Radford, VA",-0.00016728803543656484,-0.00031294012897722766,-0.0006504613640443967,0.0014111312018315262,-0.0011296331355707993,0.00020383421929388802,-0.0009311775413046012,0.0013137802998865573,0.000250581111940075,0.0008259183603400434,0.0001086093310644177,-0.0004105113863054257,-3.2016362391809215e-05,0.0001824088663350664,-0.00014406271949588705,-0.0006311019963702957,-0.0003030635116741654,0.0003941868066788213,0.0001099089326911264,-0.00011087472231804431,-0.00021129301139429033,0.0005810870674084353,-0.00034702228218664406,-1.945058697438995e-16
"Bloomington, IL",0.00015886786544374156,0.00015430924947307896,-0.0003445090467036901,0.0016720764704692326,-0.0008330672705241929,-5.113534504205602e-06,-0.0005972969639200949,0.0007709997285016638,0.00029371540382168145,0.0007190196879426499,0.0001930800080946242,-0.00030704670702071915,-0.00020753361521320274,-0.00026881220745692723,-9.37577116888806e-05,-0.0006688117917593893,-0.0003490567281843589,-7.954315058197208e-05,0.00031769290068253285,0.00018354170244826227,-0.00024940647231978385,-9.01932633368582e-05,-0.0003691545536634376,-2.4600547293696096e-16
"Bloomington, IN",-0.00013117953456354,-7.89373979840027e-05,-0.0004195723460412717,0.001137268879252151,-0.0007886847764618744,6.17437747233128e-05,-0.0005470214393681764,0.0006333515898996821,0.0003045816280566998,0.0003200902081518325,0.00010789628850994262,-0.00020197763284180077,-0.00019579608347208431,-3.442752790790881e-05,3.59775321158378e-05,-0.0002469458944338709,-0.00018507722608054048,0.00016015005492464628,3.9690574987513e-06,1.8333803213780578e-05,-0.00020795537622416544,0.00038896487931966016,-0.0001347524602873192,-2.582027473774229e-16
"Boise City, ID",-6.253133499249577e-05,0.0003830411112029416,-0.0003107391986708276,0.0017645157067217954,-0.0002442548202323306,-8.242566357784297e-05,-0.00011038092546223222,0.0004028327391780264,-0.00021454510634795606,0.0011905970816532127,-2.756616598541305e-05,-0.00033208883178595643,-0.0003256550596805398,0.0002960307295096355,0.00020352649712118177,-0.0010238581733093268,-0.0002202474557374966,-0.00012497669540260936,0.00047004273826289564,0.0004036404614130248,-0.0006016271951145213,-0.0015110841203604957,7.77536815978249e-05,4.948298715223842e-16
"Boston-Cambridge-Newton, MA-NH",0.0007450372915150973,0.0013885394700384347,0.004668667150864366,-0.009784820920775811,0.0056214440474429625,-0.0041325687964511495,0.007455276913160461,-0.01093734969985178,-0.004441993794153963,-0.006919390009306895,-0.0029581256199104206,0.009596461324790138,0.0019507833217157523,0.001794182600809227,-0.0038418554268922246,6.531447686616496e-05,0.0007188394813657968,0.0005454477291267825,-0.0017343918399006127,0.0028030673875992177,-0.0007775623196506279,0.008511558162773498,-0.00033656093117428315,1.3183898417423734e-16
"Bremerton-Silverdale, WA",-6.57791385689524e-05,0.000524401106645185,-0.00027549645335908407,0.0011084452787004386,-0.00045898727724048686,0.0004086904266012005,-0.0005762452013684889,0.0002285174610532698,-2.8030966391612527e-05,0.000736780006189756,-7.701261491316965e-05,-0.00028095824765431306,-0.00028385481463689684,-9.98130234052116e-06,-4.3640068649744915e-06,-0.0006517800232802831,-0.00011080568550985283,-0.00012104550318366603,0.00023217556577713894,2.7789486024868207e-05,3.167251561082222e-05,-0.00033020286226765217,-2.3927749022331548e-05,3.937822290467352e-16
"Bridgeport-Stamford-Norwalk, CT",-0.0002314343481457145,-0.00018191976596847745,0.0006893718047355536,-0.0010432585644755236,0.004871835535162251,-0.000652901250041262,0.002290722841734049,-0.0014743221460745924,-0.0011984390406030744,-0.0013209212049125063,-0.0006502185544077321,0.00039512456807342484,5.5663199958940965e-05,-0.0006424717367886834,-0.0006988629318696368,-0.0014815666426641456,0.0007593610831589854,-0.0006276446450258284,-4.892772823302319e-05,0.0005833009330697058,-0.00141086040302284,0.002484266924115386,-0.0004658979277755936,-3.365363543395006e-16
"Brownsville-Harlingen, TX",-0.00019580539853206354,0.00026900265211937365,-0.0007203848911654954,0.0009420003863259274,-0.001296309751283798,-9.614592054871078e-05,-0.0009620962621564,0.0011995110883554585,-6.378927271242368e-05,1.4485908632644665e-05,-0.00019557756537368098,-0.0006659330789705244,-0.0002443022608583079,-0.00030389316334713244,0.00013766120012181416,-0.00041805803869899454,0.0007715906076086359,-0.00018734270949777722,0.0003759220828788278,-0.000325057961419043,0.0008721437683780111,-0.00041193310266546355,0.0015043116828090573,-6.526897078362737e-17
"Buffalo-Cheektowaga-Niagara Falls, NY",0.0005276035148805069,9.352947154439746e-07,-0.00020983148220182508,-0.0007947978572280024,-0.0013783546102393274,0.0005162506377282593,-0.0004247652234796299,-0.0005584360795188711,0.00027893412497374684,-0.000592195663928085,0.0005231509401032891,-0.00011478357699655408,0.0001942151432146621,0.0003993771897591379,-0.00010894551161481567,-0.0008254298776055242,-0.0007556445682858938,0.00041989707489219295,0.00044812454239629785,0.0007808464188403274,0.0003704900482326811,0.000880538930179807,0.00042282059118302785,8.517492267046123e-16
"Burlington, NC",1.1785878892847873e-05,0.00019529627690958507,-0.0003178437992522839,0.001221599855973839,-0.0009431539531336865,0.0003527243626948007,-0.0004734242050341886,0.00043567467040037,0.0005608686390596877,0.00039625459761395617,4.7672634900230494e-05,-0.0004652484415297129,-0.0001451895831668965,-0.00012907716234792093,8.615557372512565e-05,-3.531795002708303e-05,-0.0003295201823112526,0.00027718949730413424,7.176079227753918e-05,-2.000088103263156e-05,-0.00011269501359557758,-0.000542157136575252,-0.0001433544717457313,-1.0126448291014611e-16
"California-Lexington Park, MD",-0.00011748034457557353,4.213817956606378e-05,-0.00026998196217810523,0.0016343549850969174,-0.0006244014560843079,0.00031438098890017926,-0.00067635277304881,0.0007544271674497486,2.6453612751900068e-06,0.0008519277491440347,0.0001190092533483091,-0.00028403151858563436,-0.0002630734450840179,7.919787593576731e-07,-2.5193185266895725e-05,-0.00046695770347230444,-0.000170469575067574,-0.00013464956000808724,8.420330362141778e-05,-1.993285448905293e-05,-0.00020405471152519896,-0.0002757935749826734,-0.00027150630279295274,2.986976985197565e-17
"Canton-Massillon, OH",8.725575806427374e-05,0.00016940981513891094,-0.0004095623727665581,0.0009200087697782647,-0.0010946755072751605,0.00012622125112222667,-0.0005979438501944627,0.0009166604999069959,0.0007717065350219135,0.0003603382331201821,0.0006186810859561563,-0.0005960379953538871,-0.0004291361623713706,4.285727900380496e-05,0.00031173014081025156,0.00033612775000384275,-0.0001146097156994267,-2.541273343494e-05,0.00026414710698156527,-6.183626358960566e-05,-0.0006084128113738517,-0.0007590335707941262,-0.00022848324205480548,1.9353008778866254e-16
"Cape Coral-Fort Myers, FL",-8.576517042884878e-05,0.0004634810292747887,-6.990349508738045e-05,-0.0004111075449751577,0.0018237412679052174,0.0004866717619649041,-0.0002386134334159849,-0.0005813121546734266,-0.0008563205322570087,0.00038105274560035944,-0.000661883230539466,-0.0008081390058629096,0.0002855976869387067,-0.00013866577771521737,-9.510587826717107e-05,0.0015806284055170207,0.00012636227867725107,-4.4536777330762226e-05,0.00034627599919764265,-0.0005675783731841281,-0.00011107508206367397,-0.0002256986867815486,-0.0005981060324937277,-5.206338832275392e-16
"Charleston, WV",-3.993941059830851e-05,-6.710721441527124e-05,-0.00046878676368714017,0.0009989456918776825,-0.0007541769925262429,-0.00017055201024165567,-0.0006436101415375449,0.0033339212343208137,-9.167561073946865e-05,0.00025022734801769984,0.00018949832655877418,-0.00044821334759116927,-0.00023138130403095277,-1.8209787693377255e-05,-2.877300962306705e-07,-0.00031705160449063935,-0.00021693248691790896,-0.0001580110535235222,8.590530120182829e-06,-0.0005342791958181879,-5.334128147073392e-05,-0.0005351923399072084,-3.2434855609787686e-05,-1.971079549578647e-16
"Charleston-North Charleston, SC",5.458636730601256e-05,-0.00019506853040645016,0.00016845218230238058,-0.0003188902499404966,0.00044689530680437845,0.00024058770567356516,-0.00029246683659922383,0.00022062834831013448,-3.15705311845476e-05,-0.0006905555224511792,-0.00012981548465810502,-0.00012557670813044845,0.0004463069598504678,-2.9277268503956344e-05,0.00014290845271369007,0.0003084961541978816,-0.0006863978018537878,0.0003848766197168986,-7.202334861019632e-05,0.00028948165106433294,6.902339760938691e-05,0.0004427968982783125,-0.0006433977614887666,2.8362728832220796e-16
"Charlotte-Concord-Gastonia, NC-SC",0.0007043239565207651,-0.0003726468302088972,0.0024542566628453335,-0.0034162747085282443,0.00494712817880563,0.0010143336471193183,0.0027850517886524283,-0.004213941883629813,0.0016892530907856047,-0.0034946378683950274,0.0008812804999685474,0.00031345920386300404,0.0011191103596341206,-0.0007491313445749043,6.272087786354276e-05,0.0021361596180993333,-0.00015243331091153566,-0.0006841582239866485,-0.00020554340180044348,-0.0009625525622361138,-0.0013809234220469608,-0.0010985209393125344,-0.0013763133885269143,-4.0852737859253807e-16
"Chattanooga, TN-GA",0.00040147860375170405,0.0004836541051129414,-1.5204942666627698e-05,0.00033018119819509513,2.336033067076946e-05,0.0002882645637128571,-0.0005092859161078323,-0.0004557439873783737,0.001351179996550644,-0.00035824340568408757,0.0004483146764836868,-0.00023733911928285664,6.782490232245977e-05,7.846188717283535e-05,0.00023718572296218187,-0.0005856492212174267,-0.0005288973175986964,0.00032991992516199055,3.801009447429557e-05,-0.0003696559389516753,-8.126912139421296e-06,-0.0004905749561309957,-0.0005191142894131751,2.925177461365891e-16
"Cheyenne, WY",-0.00012583060240785332,-0.00010014824721971602,-0.000337159515078085,0.0017658757487117377,-0.0008105091850993583,0.00020151292981319952,-0.0006285010605685897,0.0014076658748660687,3.901711925438653e-05,0.000795443248611455,0.00022746867188322932,-0.0004865153208606141,-0.00033668094008589765,-0.00012437737847942212,7.869905374132454e-05,-0.00018235481741638422,-6.725218579445378e-05,-0.00019113406054066702,-3.3543194052262e-05,-0.0002038911432239327,-0.0001726580274194787,-0.0005418338173426532,-0.0001732931512921325,-9.898765834792655e-17
"Chicago-Naperville-Elgin, IL-IN-WI",0.0030488090132750924,-5.069196976236964e-05,0.004820307943631863,-0.014199398288508417,0.006650010619023056,-0.0019702657121719556,0.010235896628825257,-0.015208554706813385,0.0034577736397679304,-0.014888691678266298,0.0005232286768469749,0.0046781978825395296,0.0031509401429621504,0.0007283826192223258,0.0022934410005525686,0.002055035946521261,-0.001813043062846808,-0.0010651508023661223,-0.0006789335879876165,0.0030097863112200154,0.0016227909144859685,0.003637378445873394,-3.72499760243894e-05,2.6020852139652106e-17
"Chico, CA",-8.574980528903964e-05,-0.00021812200813400243,-0.0004951780334424715,0.002309072048211451,-0.000559223063923974,-8.254997431538685e-05,-0.0007540569279725761,0.0010108358536287825,-8.956148850429983e-05,0.0016308991177007685,-3.1908083464457114e-05,-0.0004982457346033005,-0.00023694412171428405,-0.00024646797289180845,-9.214556177926186e-05,-0.0005109673613359706,-0.0002511463539575402,8.642812224814655e-05,-4.238056672924834e-05,-0.00015456290575311912,-0.00021796331010326506,-0.0004671634194684395,-2.8984484068189306e-06,-1.1503385050071202e-16
"Cincinnati, OH-KY-IN",0.0008396792831287091,0.00012693041087904686,0.00046589342788277803,-0.0026769473021951997,-0.00020034146087162443,0.0004947285905706617,0.0013760536105432734,-0.0011151417406619684,0.00229560116394125,-0.0027737287226900827,0.0012135922213205924,0.0004354870456800483,0.0004954213305870649,0.0006383117414937405,0.00033513320805218707,0.00013176957001417855,-0.001986521159566791,0.0014110706955661953,-3.731893754439948e-05,0.0007805380589350304,-0.001019787464552416,-0.0005193348568358902,-0.0007110887136758696,5.147791914961175e-16
"Clarksville, TN-KY",-9.134162793845329e-05,4.173855909838395e-05,-0.00043595113965718487,0.0019437170142097377,-0.0007721934301870877,0.0005107055905558995,-0.0009834747639710898,0.00021776550789926884,0.0006421629762077864,0.000589107398555055,0.0003795765359575292,-0.0005308105065604141,-0.0002603607788523977,-0.00010658932637722216,1.4043447170324465e-05,-0.0003214445898458842,-0.00022802556520095383,-0.000131797456337667,0.0003031062754779379,-0.00017417314943263262,0.0002552703881591213,-0.0006028994927058532,-0.0002581318662246325,-4.281514379145257e-16
"Cleveland, TN",-1.7817517041801676e-05,-2.0473548255864338e-05,-0.00038631645915093336,0.0015799439630953893,-0.0006431918816769361,0.00042909060807845117,-0.0006160940010984382,0.0009608751173489204,0.0005454949650101382,0.00029275213162667084,0.000300483437408081,-0.0004663000832097625,-0.00020601116552794598,-6.176560443307046e-05,0.00010340752895577617,-0.0004107189255944326,-0.00015918133933710214,-3.5786072607115415e-05,0.00018083763811058964,-0.00026395184971598107,-0.00029388090917482706,-0.0005289850999716016,-0.00028241093283848086,-2.765257640924279e-16
"Cleveland-Elyria, OH",0.0011399335406624862,0.0003456027394821244,0.00019236346344145543,-0.003035540541777123,-0.0006506221968427478,-0.00022081034743946099,0.0015292080165349503,-0.0031328914437220917,0.0019014703439412268,-0.002936150110864906,0.0017923532461317686,0.0006992540639370257,0.0006667717320160416,0.0011790120166941176,3.103157639196448e-05,-0.0004389852823761444,-0.0009168898999461139,0.0003872637395754726,0.0005029349632299776,0.0004457997210136075,-2.95556973821387e-05,0.00016836335397578655,0.0003800830033223075,-4.137315490204685e-16
"Coeur d'Alene, ID",-5.251146938421193e-05,0.00023926461870002534,-0.0003376475106958436,0.001300268455070479,-0.00016557432237814635,0.00013071068398484085,-0.0004885581572868484,0.0009632075055451101,6.29113365335279e-05,0.0004320051743034964,0.00011038125335887072,-0.0004322287163739728,-0.00030641674414745633,-5.943321623688079e-05,0.00015676887973306586,-0.00013551662812754295,-0.00026331687767811246,-0.0001346125150148257,-6.159651165205896e-07,-0.0002934879085703913,-5.719869527633732e-05,-0.0004742637763186119,-0.00019413540462369117,2.293087594806842e-17
"College Station-Bryan, TX",-0.00017625920329854012,-0.0005004030541847029,-0.000535018849002772,0.001296220427134451,-0.0008200536284113745,-0.0004185586168752873,-0.0008896840368445766,0.003234036516962482,-0.00015436217391120034,0.00013778266288676813,-0.00012779472888435758,-0.00023432518558150098,-0.00026661426086648453,-0.00012953182549500894,-0.00038942538525316237,-0.000771797925823371,-0.0005119769184449407,0.0003089119706461462,-0.0002827904655029489,0.00019010702372038038,-0.0004495001463778656,0.0019438417243425599,-0.0004528039209351194,-4.264167144385489e-16
