MET2013,city_total,city_coef,shifter,shifter_normalized
"Knoxville, TN",-2.495833401061631e-16,0.0026799629036914803,-10737747569815.867,0.49571483182139475
"La Crosse-Onalaska, WI-MN",-9.828292693581098e-17,0.00034889052649294194,-3549858936545.55,0.05417859321843344
"Lafayette, LA",-5.388484797252957e-16,0.0015623369156034929,-2899399319823.5806,0.036142783684204406
"Lafayette-West Lafayette, IN",-1.7862230791698686e-16,0.0005902936004118294,-3304702572123.092,0.04695375073054544
"Lake Havasu City-Kingman, AZ",-5.47576307213804e-16,0.0007164917112667585,-1308478292116.8293,0.007361029820635322
"Lakeland-Winter Haven, FL",3.5431726996826285e-16,0.0022387880030168192,6318596898247.024,0.17165119570234277
"Lancaster, PA",-1.4083786220586703e-16,0.001615088746155032,-11467716996401.203,0.5654047681243775
"Lansing-East Lansing, MI",1.575345756621438e-16,0.0014549680032766104,9235864553296.57,0.3667419953700639
"Laredo, TX",4.743384504624082e-16,0.0010418168630220081,2196357605010.5034,0.020740137795641864
"Las Cruces, NM",5.377642775528102e-17,0.000601540486819815,11185951018487.682,0.5379617029209265
"Las Vegas-Henderson-Paradise, NV",7.979727989493313e-17,0.007113850754451579,89149038210552.9,34.16951837192709
"Lawrence, KS",-1.7889335846010823e-18,0.0003240916401993928,-181164713429907.78,141.1083637091103
"Lawton, OK",2.2280354644577116e-16,0.00047154487978069454,2116415502818.1533,0.01925783233545977
"Lebanon, PA",2.415602440297704e-16,0.00047618543788755023,1971290597921.6685,0.01670732166716185
"Lewiston-Auburn, ME",1.831217469328017e-16,0.0003044873276792296,1662758971991.2632,0.01188677748243057
"Lima, OH",-8.993457020767259e-17,0.00037400757452290016,-4158663055366.3604,0.0743554834270775
"Lincoln, NE",4.3400612964594742e-16,0.0009007259647568158,2075376136949.052,0.01851821707768035
"Little Rock-North Little Rock-Conway, AR",-5.724587470723463e-17,0.0016818472382246763,-29379361339588.848,3.7109938487580907
"Los Angeles-Long Beach-Anaheim, CA",8.673617379884035e-16,0.0369341139744268,42582134254716.92,7.795794507472155
"Louisville/Jefferson County, KY-IN",-1.5699247457590104e-16,0.003738075859637111,-23810541681919.066,2.4374969685110783
"Lubbock, TX",-2.538117285788566e-16,0.0011756894063702805,-4632131907194.377,0.09225021124252414
"Lynchburg, VA",-3.5410042953376575e-16,0.0008382906908800283,-2367381174837.27,0.024095831233810885
"Madera, CA",4.592680402648597e-16,0.0006422994172638017,1398528442983.7266,0.008409073333555707
"Mankato-North Mankato, MN",-1.282069068964109e-16,0.0005759997739577359,-4492735905586.853,0.08678153224633539
"Mansfield, OH",-4.391018798566293e-16,0.00039036651085658485,-889011249471.4052,0.003397973958280084
"McAllen-Edinburg-Mission, TX",-6.808789643208968e-17,0.0024729564393778506,-36320059349231.88,5.671509085331827
"Medford, OR",5.97395397039513e-17,0.000657676941267706,11009072793779.928,0.5210831379784705
"Memphis, TN-MS-AR",-4.16984155537925e-16,0.002911211313439279,-6981587369150.054,0.20956265287824746
"Merced, CA",-4.662069341687669e-17,0.0010100933996467889,-21666202830032.02,2.0182322523233225
"Miami-Fort Lauderdale-West Palm Beach, FL",2.7582103268031233e-16,0.016979099441492597,61558392688537.484,16.292212896740278
"Michigan City-La Porte, IN",-6.033042988795589e-16,0.0004044093315710044,-670323968057.3516,0.0019318572390633587
"Midland, TX",-4.527086171213224e-16,0.000605515700996637,-1337539596323.5298,0.007691637859635694
"Milwaukee-Waukesha-West Allis, WI",-1.9081958235744878e-17,0.002738378349240018,-143506149390391.62,88.54143492616163
"Minneapolis-St. Paul-Bloomington, MN-WI",3.7556763254897874e-16,0.0073888905888114835,19673928071657.984,1.664131692671312
"Mobile, AL",2.749536709423239e-16,0.0011001616857077966,4001262037845.546,0.06883344733771248
"Modesto, CA",-2.2985086056692694e-17,0.0018063368432605965,-78587343062595.83,26.552825737383955
"Monroe, LA",3.589793393099505e-16,0.0004472699054443929,1245948879130.925,0.0066743039480933915
"Monroe, MI",-1.2750217548429532e-16,0.00043909755647586186,-3443843642730.2085,0.05099086553846458
"Montgomery, AL",4.2609145378680324e-17,0.0010678641151491372,25061852465209.21,2.700423453160465
"Mount Vernon-Anacortes, WA",-1.205632815803881e-16,0.0007018709627787008,-5821598031990.475,0.14571020301815138
"Muncie, IN",-8.879615792656281e-17,0.0004723629148060255,-5319632356128.34,0.12166587137895789
"Muskegon, MI",-2.0513105103425744e-16,0.0005627190544188914,-2743217331465.4146,0.03235384980225472
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",-7.541710311809169e-16,0.00136925354693885,-1815574306526.7407,0.014172079807267458
"Napa, CA",-1.266890238549312e-16,0.000620227558205875,-4895669248474.784,0.10304565199330824
"Naples-Immokalee-Marco Island, FL",-4.4007766181186625e-16,0.0013392275245918538,-3043161788939.824,0.039815815689574416
"Nashville-Davidson--Murfreesboro--Franklin, TN",8.760353553682876e-17,0.0053508491379703135,61080287515574.1,16.040122417488604
"New Haven-Milford, CT",2.432949675057472e-16,0.0017521618793637501,7201800749628.576,0.2229912060802478
"New Orleans-Metairie, LA",-1.448494102440634e-16,0.0033815439436431236,-23345237912570.066,2.3431610607343583
"New York-Newark-Jersey City, NY-NJ-PA",-1.5265566588595902e-16,0.050453999371337946,-330508527662703.75,469.64626415707846
"Niles-Benton Harbor, MI",2.695326600798964e-16,0.0005956553845453186,2209956241921.6694,0.020997755875226013
"North Port-Sarasota-Bradenton, FL",7.600257229123386e-16,0.002612327039024558,3437156085999.821,0.050793020778149164
"Norwich-New London, CT",-1.8534436138639698e-16,0.0004256055494835427,-2296296182413.992,0.02267051263585382
"Ocala, FL",5.386316392907986e-16,0.0010884081729511895,2020691124613.969,0.017555184614624818
"Odessa, TX",-3.810970636286548e-17,0.0005309479114591189,-13932091378601.658,0.8345227137266694
"Ogden-Clearfield, UT",6.398961222009447e-16,0.0016900723162113938,2641166679364.038,0.02999142853724308
"Oklahoma City, OK",1.22514845490862e-16,0.0030660472872316162,25025924613032.33,2.6926865253234045
"Olympia-Tumwater, WA",5.854691731421724e-17,0.0007779499363503321,13287632757419.64,0.7591031023326482
"Omaha-Council Bluffs, NE-IA",-5.702903427273753e-17,0.0020348148779697067,-35680332025935.086,5.4734771232476795
"Orlando-Kissimmee-Sanford, FL",-6.652664530371055e-16,0.006892857012865403,-10361047038217.258,0.46154369632018327
"Oshkosh-Neenah, WI",5.0415401020575956e-17,0.000507687643340576,10070090350632.621,0.4359857224888527
"Oxnard-Thousand Oaks-Ventura, CA",-5.822165666247159e-16,0.0029380164406470643,-5046260462287.474,0.10948253855148098
"Palm Bay-Melbourne-Titusville, FL",3.7404974950749903e-16,0.0017269911364141532,4617009204492.276,0.09164884872835173
"Panama City, FL",-9.150666335777657e-17,0.0006491830536214039,-7094380122715.227,0.2163886324986181
"Pensacola-Ferry Pass-Brent, FL",-2.9522825156780286e-16,0.0015826517643600475,-5360773421769.128,0.12355503173259492
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-5.273559366969494e-16,0.013735972130278466,-26046871144207.84,2.916867195458708
"Phoenix-Mesa-Scottsdale, AZ",-5.377642775528102e-17,0.012932769946620263,-240491428799865.25,248.65931804472385
"Pittsburgh, PA",5.342948306008566e-16,0.007124149435990507,13333742024003.564,0.7643805535435724
"Pittsfield, MA",7.578573185673676e-17,0.0006773117893594923,8937194017468.402,0.3434060209267365
"Portland-South Portland, ME",5.355958732078392e-17,0.0012852605415117845,23996834288770.484,2.4757879113442582
"Portland-Vancouver-Hillsboro, OR-WA",-3.0270924655795284e-16,0.006714212208070048,-22180400117987.91,2.115165165826442
"Port St. Lucie, FL",-6.635317295611287e-17,0.001309826742419294,-19740227694697.223,1.6753665825732658
"Prescott, AZ",-7.188260403578894e-17,0.0009085699236341465,-12639635636763.9,0.68687014887321
"Providence-Warwick, RI-MA",1.8648277366750676e-16,0.004734347325126727,25387585308913.984,2.771075283039951
"Provo-Orem, UT",2.422107653332617e-16,0.0021827867631903546,9011931241730.826,0.3491734967882967
"Pueblo, CO",-7.621941272573096e-17,0.0004891884092383771,-6418160305153.227,0.17710329996290314
"Punta Gorda, FL",3.142017895862992e-16,0.0005603755891356802,1783489488947.5686,0.01367560793055779
"Racine, WI",-7.98514900035574e-17,0.0004111543208487816,-5148987461980.542,0.11398539320163546
"Raleigh, NC",1.474514954580286e-17,0.0031998600029240253,217011024064849.25,202.47393619905864
"Reading, PA",-2.4166866424701894e-16,0.0013333443598614147,-5517241401634.726,0.13087283373944616
"Redding, CA",-5.59990422088763e-17,0.000573556297601398,-10242251920345.963,0.4510206643416889
"Reno, NV",3.1626177371402164e-16,0.0017249698718205383,5454247130670.73,0.12790135832859573
"Richmond, VA",-1.0191500421363742e-17,0.0034622454948988438,-339718917897621.5,496.1865607794024
"Riverside-San Bernardino-Ontario, CA",-2.0729945537922845e-16,0.012285754375550774,-59265733974435.78,15.101248967765514
"Roanoke, VA",5.833007687972014e-17,0.001013540916655367,17375957154065.555,1.2980846283906595
"Rochester, NY",4.206704429243757e-17,0.00391059100105115,92960916718224.5,37.1540643264205
"Rockford, IL",2.1673201427985234e-16,0.0009763470672141992,4504858548278.446,0.08725048517485157
"Rocky Mount, NC",8.960930955592694e-17,0.0004924034306248482,5495003064581.47,0.12981994208018333
"Sacramento--Roseville--Arden-Arcade, CA",4.189357194483989e-16,0.006455478128591895,15409233037210.684,1.0208632721743356
"Saginaw, MI",3.0140820395097023e-16,0.0006408375376297172,2126144972928.3467,0.019435301442057493
"St. Cloud, MN",-1.9765005604410746e-16,0.000804228521477078,-4068951649058.0044,0.07118206643040192
"St. George, UT",8.689880412471318e-17,0.0004940654323890439,5685526255113.75,0.13897826059353327
"St. Joseph, MO-KS",7.274996577377735e-17,0.0005525606065874967,7595338371783.354,0.2480274715154814
"St. Louis, MO-IL",-2.0816681711721685e-17,0.0076346597229204356,-366756807287946.75,578.3115950961915
"Salem, OR",-3.5995512126518747e-16,0.0016244137581194807,-4512823021964.276,0.08755927110992125
"Salinas, CA",-5.388484797252957e-17,0.001422029719547537,-26390159257245.86,2.9942603212375936
"Salisbury, MD-DE",-3.671108556035918e-16,0.0016303704428298376,-4441084805703.267,0.08479762054157713
"Salt Lake City, UT",3.5865407865820487e-16,0.003050020114320093,8504072017613.227,0.3109276839629176
"San Angelo, TX",2.1684043449710089e-16,0.00041209287535767743,1900442951580.5413,0.015527988746702848
"San Antonio-New Braunfels, TX",-2.914335439641036e-16,0.006213581344579482,-21320748669016.703,1.9543864118194123
"San Diego-Carlsbad, CA",1.3010426069826053e-16,0.009051126925990777,69568259159338.88,20.80787857985608
"San Francisco-Oakland-Hayward, CA",2.38524477946811e-16,0.011822415793196924,49564790561383.086,10.562143992181499
"San Jose-Sunnyvale-Santa Clara, CA",-3.41740524767431e-16,0.004903060052548928,-14347318205488.416,0.8850075876114412
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",3.148523108897905e-16,0.00107534506152156,3415395168873.2217,0.050151907132382156
"Santa Cruz-Watsonville, CA",-6.5052130349130266e-18,0.0010940328727462958,-168177870098134.72,121.60270315313271
"Santa Fe, NM",-6.364266752489911e-17,0.0005600984136750026,-8800674696042.143,0.33299481371582274
"Santa Maria-Santa Barbara, CA",-5.594483210025203e-17,0.0016241922023970544,-29032032833462.332,3.6237683354876875
"Santa Rosa, CA",-1.8735013540549517e-16,0.0017049179054517863,-9100169059188.09,0.3560446416552159
"Scranton--Wilkes-Barre--Hazleton, PA",1.0191500421363742e-17,0.0017535567303789516,172060703319316.1,127.28256560500654
"Seattle-Tacoma-Bellevue, WA",-7.28583859910259e-17,0.010363464989459333,-142241210102236.16,86.98741193162294
"Sebastian-Vero Beach, FL",3.699297812520541e-16,0.000478994084674836,1294824339510.179,0.0072082068696580235
"Sheboygan, WI",2.2063514210080015e-16,0.00046315099580413377,2099171471027.6614,0.018945294642658
"Shreveport-Bossier City, LA",-1.1058862159352145e-17,0.00125884342419947,-113831188603332.4,55.70934784669364
"Spartanburg, SC",1.1037178115902435e-16,0.0010552015616761082,9560428857769.062,0.3929708003107336
"Spokane-Spokane Valley, WA",-2.8536201179818477e-16,0.00235428976088146,-8250186302115.341,0.2926395663143225
"Springfield, IL",9.204876444401933e-17,0.0006323410728615611,6869631294683.24,0.2028954882229677
"Springfield, MA",-2.5522119140308774e-16,0.00173583170719865,-6801283614639.727,0.19887825643128432
"Springfield, MO",2.478486166301863e-16,0.0010780829304950978,4349763759640.8296,0.08134612585234502
"Springfield, OH",-2.5370330836160804e-17,0.00046236006641186183,-18224439775647.367,1.4279529790337102
"State College, PA",-8.803721640582296e-17,0.0006364184886502689,-7228971049204.765,0.22467694191521076
"Stockton-Lodi, CA",3.230922474006803e-16,0.002477941488495325,7669455112063.785,0.2528916866722203
"Sumter, SC",4.3807188779276807e-16,0.00040104774820631117,915483872354.8237,0.0036033539908451252
"Syracuse, NY",3.413068438984368e-16,0.002932481812979885,8591922094162.601,0.31738485123559795
"Tampa-St. Petersburg-Clearwater, FL",-1.2663481374630692e-16,0.009255138845017188,-73085264400975.97,22.96493275121481
"The Villages, FL",2.4231918555051024e-16,0.000322398306857072,1330469587559.2139,0.00761053936264404
"Toledo, OH",-3.968179951296946e-17,0.001663864136396093,-41930158329948.76,7.558898917943947
"Topeka, KS",-3.7838655819744105e-17,0.00034214510129933196,-9042210773269.637,0.3515238413744011
"Trenton, NJ",4.2327252813834093e-16,0.0009283019387910727,2193154237705.854,0.020679683314688214
"Tucson, AZ",1.739060284666749e-16,0.002773777031027027,15949861287060.314,1.0937532436018977
"Tulsa, OK",4.9873299934333204e-17,0.0033781911183768847,67735464122583.74,19.725942141884374
"Tuscaloosa, AL",3.49817830952448e-16,0.0005964926668017064,1705152265045.0308,0.01250062898511915
"Tyler, TX",2.205267218835516e-16,0.000742493612214212,3366909941219.202,0.04873809307546495
"Urban Honolulu, HI",-2.7885679876327174e-16,0.0030862334595464424,-11067449218501.645,0.5266239533718599
"Utica-Rome, NY",6.808789643208968e-17,0.0011206807022949752,16459323330876.188,1.1647413303583567
"Vallejo-Fairfield, CA",-5.160802341031001e-17,0.0013399614438181456,-25964207797008.06,2.898382411338942
"Virginia Beach-Norfolk-Newport News, VA-NC",3.729655473350135e-17,0.004407591119738516,118176897336295.52,60.044149886443265
"Visalia-Porterville, CA",6.136584296267955e-17,0.002210192786488128,36016661383308.72,5.577151457360689
"Waco, TX",-2.7863995832877464e-17,0.0008130661192228446,-29179810537564.266,3.660753350578096
"Warner Robins, GA",9.194034422677078e-17,0.0004332436164101263,4712225302762.967,0.0954679565906619
"Washington-Arlington-Alexandria, DC-VA-MD-WV",3.7643499428696714e-16,0.015174804696426574,40311886319629.43,6.986694831987126
"Wausau, WI",2.2985086056692694e-17,0.0006230536756230568,27106867213213.62,3.1591059372701484
"Wenatchee, WA",-4.152494320619482e-17,0.0005739021922276061,-13820661701518.945,0.8212269748612785
"Wichita, KS",3.165870343657673e-17,0.001606408671618355,50741454868375.9,11.069585615189144
"Wichita Falls, TX",-5.62158826433734e-17,0.0005605994444034632,-9972260828133.512,0.4275557892668899
"Wilmington, NC",3.249353910939057e-16,0.0008043021666391901,2475267972292.8315,0.026342074767705243
"Winston-Salem, NC",-2.362476533845914e-16,0.0013491932606473232,-5710927669833.61,0.14022287028166092
"Worcester, MA-CT",2.5500435096859064e-16,0.002688605866020228,10543372518186.518,0.47793037778933944
"Yakima, WA",3.686287386450715e-17,0.0012182633160891156,33048517068065.65,4.695798868576422
"York-Hanover, PA",1.3877787807814457e-16,0.001278082027448733,9209551588107.268,0.36465527727562413
"Youngstown-Warren-Boardman, OH-PA",5.156465532341059e-16,0.0019487807525823775,3779295605409.8203,0.061408325923200266
"Yuba City, CA",-5.984795992119984e-17,0.0007008965835284329,-11711286139933.326,0.5896777178485763
"Yuma, AZ",-2.1326256732789872e-16,0.0008626010825446309,-4044784292680.634,0.07033901212799969
