COMZONE,occ2_cleric,occ2_constr,occ2_exec,occ2_farmer,occ2_finsales,occ2_mechanic,occ2_mgmtrel,occ2_mining,occ2_operator,occ2_otheragr,occ2_product,occ2_prof,occ2_retsales,occ2_tech,occ2_transp,occ3_beauty,occ3_child,occ3_clean,occ3_food,occ3_janitor,occ3_others,occ3_protect,occ3_recreation,occ3_shealth
"Madison County, IN",1.0245611588863763,1.0043206929190198,1.4695312858857774,1.3034804000239908,1.4253999416220944,0.6470620929576013,0.9828033006957689,,0.93035856572542,0.9959661487942107,1.0265622371124279,1.3181809166113085,1.800281637394758,0.9947160885931566,0.7363219507116056,0.9408713154933707,0.3971680038522473,0.41914945998175757,1.3413061868739131,1.020035820831426,0.7840637150212636,0.9905490087967257,1.8936810949667477,1.0740971453845247
"Mahoning County, OH",1.032758860009058,0.7835412162014918,1.0311140831680876,8.039586657107304,1.1217270544597886,0.8912979666975801,1.1049913475815365,0.6887303083373175,0.6261281001099543,1.3507758252846649,0.545597296501607,1.0779690488991027,1.4796787051024365,1.2861274495448412,0.5599398910397294,1.4481071095230689,0.656852398761372,0.42207845984244924,1.3671159967849076,0.9255860184511933,1.5475539839844898,0.9725288696592688,0.5411816660404762,0.8932799494769544
"Marathon County, WI",1.0043999449778067,0.8841168348092853,0.8333630382955552,1.814493830049765,1.0690207444181778,0.9539663162143277,1.251317354030472,,0.7685199047360466,0.904049257787595,0.9907572625178419,0.8933586116001888,0.9541866911309687,1.2506242185847458,0.6958055618581168,0.5329002228541699,1.727155421793517,1.2173689753267134,0.8159093397679277,0.918606865046719,1.3750890061735708,1.0217814896418116,1.1284986947957996,0.8583370345014302
"Maricopa County, AZ",0.9907219158350777,1.2743279177415654,0.9174908345146003,0.7417195377865985,0.9568429393762439,1.2301630280570084,0.9867759239076307,1.242553573745172,1.3492163084089925,0.8989341232672864,1.2392442127341625,0.999830623251416,0.7188543352995386,0.6939353483056173,1.2541890539889773,0.7427446772060443,1.063030405254603,1.6227679976669453,0.8352560893062712,1.201569172483048,0.9307087159156646,1.0058914794217282,0.7151811986220752,0.9962808732887853
"Marion County, FL",1.1661558215767667,1.272113946455396,1.2061249171518904,0.28573967698732855,1.2631138080571118,1.264069282768689,1.4799809594353328,1.483633209324533,0.9954631293873398,0.8061071916113574,1.2426909266364918,1.0170577925912283,1.0456996146141555,1.2403069467585124,1.2327245937910103,0.5318815489757722,0.6019585666614498,1.36296060237231,0.7003687672834356,1.458470124714865,0.8832191205568518,0.8482072610983584,1.0377920801890763,0.9927952123475066
"Marion County, IN",1.0611068315318644,1.2486393716538204,1.0040048366127476,0.5473090276037423,1.0784406326942608,1.0963917789022586,1.036295139416384,1.008062294155378,1.1422579477338752,0.9970894691582107,1.0308420369618887,1.0800386919645921,0.6648983900518896,1.0880814590621823,1.1841702210249516,0.9950541265571936,1.0085390692618303,0.9515432619236479,1.0398732662756878,1.2064673792353158,0.5771871720710017,1.3957437669035846,1.1628703755040561,0.9120620433326527
"Marion County, OR",0.9935489749409475,0.8012922673515681,1.601784878672701,0.3817294370969946,1.3005786731002862,1.1423051268122157,1.422405523362021,0.43071932996218404,1.4780782481845263,0.9176618210653871,1.3134877202246296,1.5259364095399746,1.1908294078788952,1.159458508475357,1.0866348921693558,2.1764145406465194,0.631532417535788,1.526792672741688,1.1394096977010286,1.0321198148213564,0.6136881625468477,0.887842230045795,0.47710361677402935,0.8625192854322843
"Mclennan County, TX",0.9917731721835332,1.224953019333386,1.0240491757872843,1.1657800841348587,1.2409971655491365,0.9755567156918681,1.154348243089483,0.3082576184526232,0.7355641186183326,0.44683385693993005,0.9303435692082199,1.0295557938962794,1.468794525528768,1.0007328593988674,0.8606555484815268,1.2933205352426809,0.7801038163218771,1.2791202334782965,1.4305032188598983,0.9118166521547906,2.4261339785400247,1.0653508443782946,1.1810562321018372,0.7820671467743758
"Mecklenburg County, NC",0.8904124285324652,1.6243832950012067,0.7188095686487331,0.479348084300633,0.6244248595523888,1.2522156262806086,0.6682815111673774,1.9728164578619176,1.3434804948674663,1.0643749252638968,1.2476858204900179,0.9817014822640263,0.5594924421922018,0.774492244485637,1.2790256977879366,0.8465296630955809,0.8325514405277628,1.303363617535322,0.8585994959447678,1.4744120634326474,1.5057354411189356,1.4855289018086617,0.814210522620091,0.9467905067269651
"Middlesex County, MA",1.1648573796450004,1.3645168906752296,0.8943031522620556,1.360531201634182,0.6188022794511372,1.7812993666591581,0.8406113740470971,0.08867344240609859,1.9349190840571389,1.4782688074678272,1.498173405534554,1.189697501841559,0.9534169862310184,1.3362448079825355,1.6609909255455737,0.6781882103833367,1.2084535732603099,0.6235984911154391,0.7666026702362047,1.0379205093971275,1.036536009026266,0.9350828910666729,1.36895756256848,1.0811406801696353
"Milwaukee County, WI",0.9868228663308793,0.9810793187505414,0.8107239981710397,2.824183145911761,0.6378069281627801,1.0365304390022387,0.7644552069689845,,1.2159750569480914,0.8063791542710176,0.9735620002948842,0.9777337034907849,0.6293102280522852,1.1308876004745747,1.1906498205879827,0.734986292637092,1.2396117509500593,1.1765300774694816,1.2315699275713279,1.2772004312982386,0.6240750957220347,0.9277891986779552,0.977069063588313,1.1831872836573938
