1.072263015348603465e+00,1.102970381646211306e+00,1.101872227110068936e+00,9.621840464439888052e-01,1.006810500392708363e+00
8.939600583909532716e-01,9.462115140455329421e-01,9.840749544968686591e-01,8.756635553646797687e-01,8.560033966339477551e-01
1.073990143027874877e+00,1.139513918001178849e+00,1.128544431987893226e+00,9.743018675792078920e-01,9.816721844682950726e-01
1.258145008607598259e+00,1.181679908102651000e+00,1.304404765683332856e+00,1.135194437598333383e+00,1.082553100951237912e+00
9.596011565943965982e-01,9.137951776621076050e-01,1.066476493460308594e+00,8.533620722983393803e-01,8.171091923944463487e-01
8.921267001038633015e-01,9.148795344039040156e-01,9.702398876970261821e-01,8.150374383002839673e-01,8.776817405812642470e-01
1.274073339986298681e+00,1.271543856716474963e+00,1.274249862312292203e+00,1.084542029394309992e+00,1.215469893498493326e+00
1.088135667745031787e+00,1.124046490396951592e+00,1.194555502723386953e+00,9.540179003261358703e-01,9.618859210426724538e-01
8.420327314514962636e-01,9.013923514302406570e-01,9.268468182525106958e-01,7.571329050380315451e-01,7.582252602155618026e-01
1.077259623570534286e+00,1.074724081201017478e+00,1.173237107809083524e+00,9.835747136010571934e-01,9.316929120170877043e-01
