2.649440407551672400e-02,2.436567597302460170e-02,3.739318317777841350e-02,1.856584168160623979e-02,1.614856692317736056e-02
2.658948632804611009e-02,2.060101981505802968e-02,2.483517980938251823e-02,1.101276641001652790e-02,1.440867354861369645e-02
3.309045752171199672e-02,2.526889162375617684e-02,4.085171686662513596e-02,2.171924745525281517e-02,2.370085005500575936e-02
4.219100989866811369e-02,6.695830615627401672e-02,5.646087399263649553e-02,2.860777141993752978e-02,4.342773264401432465e-02
1.447682606513119724e-02,2.115067412720575413e-02,1.276814926013111924e-02,1.070827094753479258e-02,1.586337702245062264e-02
2.242190522622071122e-02,2.100137419073561107e-02,2.252032893641500028e-02,1.410807715236004137e-02,1.032922286386053073e-02
1.047973889136170032e-02,1.155389507811958698e-02,1.740232206908364290e-02,1.007720627245085182e-02,5.806441911321730612e-03
3.654518167780940879e-02,3.276590823243135525e-02,3.469829586137759825e-02,2.943680697870445714e-02,3.199228681793318124e-02
1.974572413350316608e-02,1.429430839626966154e-02,1.845087088813872345e-02,1.366833517004424972e-02,1.547090450592054738e-02
2.767233437690794912e-02,3.057635153998642524e-02,2.755948455832524582e-02,1.747533058406202863e-02,2.761783517939004826e-02
