city_year,occ_year,shares,city_year_coeff,occ_year_coeff,residuals
"(Anchorage, AK)_2013",(occ2_professional)_2013,-6.2326182169971105,0.06016738277923839,-0.4392200590578619,0.13589124155380272
"(Ann Arbor, MI)_2013",(occ2_professional)_2013,-5.96819796882945,-0.19476030258496868,-0.4392200590578619,0.6552391750856703
"(Anniston-Oxford-Jacksonville, AL)_2013",(occ2_professional)_2013,-8.083233678714887,-1.4420863310115717,-0.4392200590578619,-0.21247050637316356
"(Asheville, NC)_2013",(occ2_professional)_2013,-6.256154800704919,0.14884596879810008,-0.4392200590578619,0.023676071827132716
"(Atlanta-Sandy Springs-Roswell, GA)_2013",(occ2_professional)_2013,-3.8055498704879267,2.4426265829838023,-0.4392200590578619,0.1805003878584226
"(Atlantic City-Hammonton, NJ)_2013",(occ2_professional)_2013,-7.102092685989741,-0.43436344152694906,-0.4392200590578619,-0.2390524031326402
"(Auburn-Opelika, AL)_2013",(occ2_professional)_2013,-7.234898353365202,-1.0217236265693224,-0.4392200590578619,0.2155021145342717
"(Augusta-Richmond County, GA-SC)_2013",(occ2_professional)_2013,-6.298967055616501,-0.023898826679866758,-0.4392200590578619,0.15360861239351742
"(Austin-Round Rock, TX)_2013",(occ2_professional)_2013,-4.650461130766092,1.5188198873207421,-0.4392200590578619,0.25939582324331756
"(Bakersfield, CA)_2013",(occ2_professional)_2013,-6.303054577958786,0.6845765546246572,-0.4392200590578619,-0.5589542912532917
"(Baltimore-Columbia-Towson, MD)_2013",(occ2_professional)_2013,-4.283761784396878,1.794463461763102,-0.4392200590578619,0.35045159517017144
"(Bangor, ME)_2013",(occ2_professional)_2013,-7.592276620868389,-0.8664924426125173,-0.4392200590578619,-0.2971073369257198
"(Barnstable Town, MA)_2013",(occ2_professional)_2013,-6.83732638754162,-0.5124199185083715,-0.4392200590578619,0.10377037229690256
"(Baton Rouge, LA)_2013",(occ2_professional)_2013,-5.799466772025055,0.623909642446431,-0.4392200590578619,0.005300426858664942
"(Beaumont-Port Arthur, TX)_2013",(occ2_professional)_2013,-6.661332067490165,-0.1585230612836659,-0.4392200590578619,-0.07413216487634777
"(Bellingham, WA)_2013",(occ2_professional)_2013,-7.216268988218159,-0.6139291874499131,-0.4392200590578619,-0.1736629594380945
"(Bend-Redmond, OR)_2013",(occ2_professional)_2013,-7.421761734320861,-0.9524443775922204,-0.4392200590578619,-0.04064051539848901
"(Binghamton, NY)_2013",(occ2_professional)_2013,-6.928222401250108,-0.6010688435211304,-0.4392200590578619,0.10152328360117391
"(Birmingham-Hoover, AL)_2013",(occ2_professional)_2013,-5.406772898166445,0.7916011199657307,-0.4392200590578619,0.23030282319797557
"(Bismarck, ND)_2013",(occ2_professional)_2013,-7.487095332740391,-0.9709329064339327,-0.4392200590578619,-0.08748558497630654
"(Blacksburg-Christiansburg-Radford, VA)_2013",(occ2_professional)_2013,-7.015010164643099,-0.8018504554838666,-0.4392200590578619,0.21551713217091883
"(Bloomington, IL)_2013",(occ2_professional)_2013,-7.057448270902473,-0.8065478450407149,-0.4392200590578619,0.17777641546839362
"(Bloomington, IN)_2013",(occ2_professional)_2013,-7.1540345367200775,-1.085874477614528,-0.4392200590578619,0.36051678222460204
"(Boise City, ID)_2013",(occ2_professional)_2013,-5.971237604317535,0.44829514251911906,-0.4392200590578619,0.009144094493497512
"(Boston-Cambridge-Newton, MA-NH)_2013",(occ2_professional)_2013,-3.6082583968008985,2.3655503751196703,-0.4392200590578619,0.4548680694095828
"(Bremerton-Silverdale, WA)_2013",(occ2_professional)_2013,-6.845219434439312,-0.5445269505320969,-0.4392200590578619,0.12798435742293623
"(Bridgeport-Stamford-Norwalk, CT)_2013",(occ2_professional)_2013,-5.474549153209409,0.764075455737685,-0.4392200590578619,0.19005223238305735
"(Brownsville-Harlingen, TX)_2013",(occ2_professional)_2013,-6.866834337801883,-0.2843797519996367,-0.4392200590578619,-0.15377774447209447
"(Buffalo-Cheektowaga-Niagara Falls, NY)_2013",(occ2_professional)_2013,-5.336224186373603,0.9729123983123631,-0.4392200590578619,0.11954025664418477
"(Burlington, NC)_2013",(occ2_professional)_2013,-7.4996612578946085,-1.1261975926074865,-0.4392200590578619,0.05521317604302922
"(Burlington-South Burlington, VT)_2013",(occ2_professional)_2013,-6.731501124811679,-0.5197043414239397,-0.4392200590578619,0.21688005794241239
"(Canton-Massillon, OH)_2013",(occ2_professional)_2013,-6.584654021177702,-0.12482624794296582,-0.4392200590578619,-0.031150931904583956
"(Cape Coral-Fort Myers, FL)_2013",(occ2_professional)_2013,-6.379975392435971,0.29089558267159177,-0.4392200590578619,-0.24219413377741095
"(Champaign-Urbana, IL)_2013",(occ2_professional)_2013,-6.628796317322347,-0.7418754242252765,-0.4392200590578619,0.5417559482330807
"(Charleston, WV)_2013",(occ2_professional)_2013,-7.223449608611638,-0.786937527626622,-0.4392200590578619,-0.007835239654864878
"(Charleston-North Charleston, SC)_2013",(occ2_professional)_2013,-5.852267021302016,0.525897095554881,-0.4392200590578619,0.050512724473255055
"(Charlotte-Concord-Gastonia, NC-SC)_2013",(occ2_professional)_2013,-4.753984870110032,1.6484260706030267,-0.4392200590578619,0.02626590061709333
"(Chattanooga, TN-GA)_2013",(occ2_professional)_2013,-6.207260788120847,0.14010590150883528,-0.4392200590578619,0.08131015170046929
"(Chicago-Naperville-Elgin, IL-IN-WI)_2013",(occ2_professional)_2013,-3.2690736412857215,3.0230073813366793,-0.4392200590578619,0.13659581870775073
"(Chico, CA)_2013",(occ2_professional)_2013,-7.1593587227620885,-0.6921797910061716,-0.4392200590578619,-0.03850209042576491
"(Cincinnati, OH-KY-IN)_2013",(occ2_professional)_2013,-4.758025248192693,1.5508896949921316,-0.4392200590578619,0.11976189814532745
"(Clarksville, TN-KY)_2013",(occ2_professional)_2013,-6.846572508167986,-0.4743165525642703,-0.4392200590578619,0.056420885726435444
"(Cleveland-Elyria, OH)_2013",(occ2_professional)_2013,-4.770028131069079,1.5593995505496887,-0.4392200590578619,0.09924915971138404
"(Coeur d'Alene, ID)_2013",(occ2_professional)_2013,-7.769275847109844,-1.0717655680426073,-0.4392200590578619,-0.2688334377370847
"(College Station-Bryan, TX)_2013",(occ2_professional)_2013,-6.909236095605845,-0.6078320395854209,-0.4392200590578619,0.12727278530972796
"(Colorado Springs, CO)_2013",(occ2_professional)_2013,-5.839406931461273,0.42749997393819017,-0.4392200590578619,0.161769935930689
"(Columbia, MO)_2013",(occ2_professional)_2013,-6.803523635451061,-0.7885760299403524,-0.4392200590578619,0.4137292358194431
"(Columbia, SC)_2013",(occ2_professional)_2013,-5.81629430647659,0.6174450289798239,-0.4392200590578619,-0.005062494126262251
"(Columbus, OH)_2013",(occ2_professional)_2013,-4.805395527542303,1.4265134464410807,-0.4392200590578619,0.1967678673467681
"(Corpus Christi, TX)_2013",(occ2_professional)_2013,-6.6031189437501805,0.20657756840025598,-0.4392200590578619,-0.3810196708202849
"(Dallas-Fort Worth-Arlington, TX)_2013",(occ2_professional)_2013,-3.6630025052563595,2.6829624112714088,-0.4392200590578619,0.08271192480238332
"(Daphne-Fairhope-Foley, AL)_2013",(occ2_professional)_2013,-7.362280193776124,-1.0152386651399175,-0.4392200590578619,0.08163531269394486
"(Dayton, OH)_2013",(occ2_professional)_2013,-5.707347328016534,0.5282392372357387,-0.4392200590578619,0.19309027607787854
"(Decatur, AL)_2013",(occ2_professional)_2013,-7.636725366415667,-1.039061529430843,-0.4392200590578619,-0.1689869956546728
"(Decatur, IL)_2013",(occ2_professional)_2013,-7.976171975608314,-1.431709281176917,-0.4392200590578619,-0.11578585310124545
"(Deltona-Daytona Beach-Ormond Beach, FL)_2013",(occ2_professional)_2013,-6.434454099091977,0.1792892614006174,-0.4392200590578619,-0.18506651916244277
"(Denver-Aurora-Lakewood, CO)_2013",(occ2_professional)_2013,-4.347282631365639,1.8505570324478657,-0.4392200590578619,0.2308371775166469
"(Des Moines-West Des Moines, IA)_2013",(occ2_professional)_2013,-5.8755565039640745,0.4719785139644852,-0.4392200590578619,0.08114182340159193
"(Detroit-Warren-Dearborn, MI)_2013",(occ2_professional)_2013,-4.131156091686252,2.1956045848015973,-0.4392200590578619,0.10191616484230259
"(Dover, DE)_2013",(occ2_professional)_2013,-7.566461127112616,-0.9901208945624971,-0.4392200590578619,-0.1476633912199672
"(East Stroudsburg, PA)_2013",(occ2_professional)_2013,-7.511529569200889,-0.8670166388287281,-0.4392200590578619,-0.21583608904200968
"(Eau Claire, WI)_2013",(occ2_professional)_2013,-7.443545390113595,-0.9367521635170903,-0.4392200590578619,-0.07811638526635356
"(El Centro, CA)_2013",(occ2_professional)_2013,-8.005738572871957,-0.8299044896229519,-0.4392200590578619,-0.7471572419188535
"(El Paso, TX)_2013",(occ2_professional)_2013,-6.12437841488293,0.5147331256652454,-0.4392200590578619,-0.21043469921802327
"(Elkhart-Goshen, IN)_2013",(occ2_professional)_2013,-7.707002804191015,-0.9678770274537358,-0.4392200590578619,-0.3104489354071278
"(Erie, PA)_2013",(occ2_professional)_2013,-6.810090163819875,-0.3990596590866833,-0.4392200590578619,0.017646336596960133
"(Eugene, OR)_2013",(occ2_professional)_2013,-6.585429759986573,-0.11125386567050777,-0.4392200590578619,-0.045499052985913835
"(Fayetteville, NC)_2013",(occ2_professional)_2013,-6.899992682833579,-0.41494816890523856,-0.4392200590578619,-0.056367672598188534
"(Fayetteville-Springdale-Rogers, AR-MO)_2013",(occ2_professional)_2013,-6.389778419762848,-0.05888976112818156,-0.4392200590578619,0.09778818269548495
"(Flagstaff, AZ)_2013",(occ2_professional)_2013,-7.3043954443840935,-0.9983445045971004,-0.4392200590578619,0.12262590154315856
"(Florence, SC)_2013",(occ2_professional)_2013,-7.325215909828318,-0.7685117868562115,-0.4392200590578619,-0.12802728164195454
"(Fort Collins, CO)_2013",(occ2_professional)_2013,-6.451616486395787,-0.2446305583180033,-0.4392200590578619,0.22169091325236767
"(Fort Wayne, IN)_2013",(occ2_professional)_2013,-6.666341848331723,-0.2223890911584716,-0.4392200590578619,-0.015275915843099952
"(Fresno, CA)_2013",(occ2_professional)_2013,-5.89099808886552,0.7849020985433133,-0.4392200590578619,-0.24722334607868124
"(Gadsden, AL)_2013",(occ2_professional)_2013,-8.013091917514188,-1.5147737119553333,-0.4392200590578619,-0.06964136422870304
"(Gainesville, FL)_2013",(occ2_professional)_2013,-6.628846970751595,-0.5907319176848382,-0.4392200590578619,0.39056178826339494
"(Gainesville, GA)_2013",(occ2_professional)_2013,-7.567820394612102,-1.0191721270880008,-0.4392200590578619,-0.11997142619394996
"(Glens Falls, NY)_2013",(occ2_professional)_2013,-7.659890799336717,-1.1243381689217138,-0.4392200590578619,-0.10687578908485129
"(Goldsboro, NC)_2013",(occ2_professional)_2013,-7.710358386922811,-1.255518067708329,-0.4392200590578619,-0.02616347788433071
"(Grand Junction, CO)_2013",(occ2_professional)_2013,-7.569181512234821,-1.16210386068679,-0.4392200590578619,0.021599189782119943
"(Grand Rapids-Wyoming, MI)_2013",(occ2_professional)_2013,-5.622289690738454,0.6564077633643328,-0.4392200590578619,0.14997938722736404
"(Greensboro-High Point, NC)_2013",(occ2_professional)_2013,-5.933827320008927,0.5032974541136941,-0.4392200590578619,-0.00844793279246936
"(Greenville, NC)_2013",(occ2_professional)_2013,-7.130587696816102,-0.8096237023559407,-0.4392200590578619,0.10771284686999039
"(Greenville-Anderson-Mauldin, SC)_2013",(occ2_professional)_2013,-5.656066127672264,0.7003147212663579,-0.4392200590578619,0.07229599239153028
"(Gulfport-Biloxi-Pascagoula, MS)_2013",(occ2_professional)_2013,-7.037203573797797,-0.3258949622279399,-0.4392200590578619,-0.2826317702397052
"(Hanford-Corcoran, CA)_2013",(occ2_professional)_2013,-8.1103856627181,-1.1949839077408928,-0.4392200590578619,-0.4867249136470555
"(Harrisburg-Carlisle, PA)_2013",(occ2_professional)_2013,-6.01950434528737,0.3027758561157685,-0.4392200590578619,0.10639663992701287
"(Harrisonburg, VA)_2013",(occ2_professional)_2013,-7.661312162663212,-1.0964965786389818,-0.4392200590578619,-0.13613874269407855
"(Hartford-West Hartford-East Hartford, CT)_2013",(occ2_professional)_2013,-5.128895175013889,1.036771924114217,-0.4392200590578619,0.26300974220204587
"(Hickory-Lenoir-Morganton, NC)_2013",(occ2_professional)_2013,-6.7810956875260295,-0.250846893139395,-0.4392200590578619,-0.10157195305648337
"(Hilton Head Island-Bluffton-Beaufort, SC)_2013",(occ2_professional)_2013,-7.316160580466996,-0.8479730761755344,-0.4392200590578619,-0.039510662961309784
"(Homosassa Springs, FL)_2013",(occ2_professional)_2013,-7.947265175837006,-1.240575520489232,-0.4392200590578619,-0.27801281401762257
"(Houma-Thibodaux, LA)_2013",(occ2_professional)_2013,-7.604228821376971,-0.653503660135256,-0.4392200590578619,-0.5220483199115638
"(Houston-The Woodlands-Sugar Land, TX)_2013",(occ2_professional)_2013,-3.734178805114223,2.6264992904246647,-0.4392200590578619,0.06799874579126408
"(Huntsville, AL)_2013",(occ2_professional)_2013,-6.135914697131781,-0.1449022285842254,-0.4392200590578619,0.43766437278259573
"(Indianapolis-Carmel-Anderson, IN)_2013",(occ2_professional)_2013,-4.862862388727659,1.4815594403223782,-0.4392200590578619,0.08425501228011445
"(Iowa City, IA)_2013",(occ2_professional)_2013,-6.864010655515024,-1.2094868319925074,-0.4392200590578619,0.7741530178076346
"(Ithaca, NY)_2013",(occ2_professional)_2013,-7.1658373874994155,-1.4753959823250105,-0.4392200590578619,0.7382354361557466
"(Jackson, MI)_2013",(occ2_professional)_2013,-7.703361707840644,-0.99941012753886,-0.4392200590578619,-0.2752747389716319
"(Jackson, MS)_2013",(occ2_professional)_2013,-6.127610524310185,0.24867639876698533,-0.4392200590578619,0.052389918252981005
"(Jackson, TN)_2013",(occ2_professional)_2013,-7.793817940209638,-1.4365698508450846,-0.4392200590578619,0.07142875196559828
"(Jacksonville, FL)_2013",(occ2_professional)_2013,-5.3329474523975025,1.0535611199636112,-0.4392200590578619,0.04216826896903836
"(Janesville-Beloit, WI)_2013",(occ2_professional)_2013,-7.64445763300603,-0.9490898810768891,-0.4392200590578619,-0.26669091059898964
"(Jefferson City, MO)_2013",(occ2_professional)_2013,-7.7251823914051085,-1.0475013836271563,-0.4392200590578619,-0.24900416644780066
"(Johnstown, PA)_2013",(occ2_professional)_2013,-7.643409231721813,-1.0636346251697963,-0.4392200590578619,-0.15109776522186547
"(Joplin, MO)_2013",(occ2_professional)_2013,-7.617550180086106,-0.8628345598236855,-0.4392200590578619,-0.3260387789322685
"(Kalamazoo-Portage, MI)_2013",(occ2_professional)_2013,-6.551221073071983,-0.10721135895051681,-0.4392200590578619,-0.015332872791314678
"(Kankakee, IL)_2013",(occ2_professional)_2013,-7.974516910244873,-1.337921399151365,-0.4392200590578619,-0.20791866976335616
"(Kansas City, MO-KS)_2013",(occ2_professional)_2013,-4.725342124193751,1.6038421445901891,-0.4392200590578619,0.09949257254621191
"(Knoxville, TN)_2013",(occ2_professional)_2013,-5.695843849359419,0.7196649572427116,-0.4392200590578619,0.01316803472802075
"(La Crosse-Onalaska, WI-MN)_2013",(occ2_professional)_2013,-7.574057826308823,-1.1637030168301452,-0.4392200590578619,0.018322031851473852
"(Lafayette, LA)_2013",(occ2_professional)_2013,-6.396521479678133,0.1590513578266135,-0.4392200590578619,-0.12689599617459457
"(Lafayette-West Lafayette, IN)_2013",(occ2_professional)_2013,-6.854031455518542,-0.7789732580018587,-0.4392200590578619,0.3536186438134683
"(Lake Havasu City-Kingman, AZ)_2013",(occ2_professional)_2013,-7.658471453416799,-0.7111745471261797,-0.4392200590578619,-0.5186200649604675
"(Lakeland-Winter Haven, FL)_2013",(occ2_professional)_2013,-6.492890261323088,0.249536708620814,-0.4392200590578619,-0.3137501286137505
