MET2013,occ2_cleric,occ2_constr,occ2_exec,occ2_farmer,occ2_finsales,occ2_mechanic,occ2_mgmtrel,occ2_mining,occ2_operator,occ2_otheragr,occ2_product,occ2_prof,occ2_retsales,occ2_tech,occ2_transp,occ3_beauty,occ3_clean,occ3_food,occ3_janitor,occ3_others,occ3_protect,occ3_recreation,occ3_shealth,city_total
"Atlanta-Sandy Springs-Roswell, GA",0.00342059326515717,0.000393669278589406,0.005691886899582638,-0.01014691803732094,0.006210559012468336,0.001143179356222622,0.007832266222849434,-0.011123183541777607,0.0007993830597428087,-0.009837976452470022,-0.001976767591671048,0.0037281932264944077,0.003774823237627024,0.0007612863045451997,0.0007515794770940488,0.008474229167356837,0.0027512448647101697,0.0012266753330977542,-0.0024897144245901396,-0.0018340240264471102,-0.0014487801400858563,-0.0020927580494017294,-0.00600944644177431,-9.037909309839165e-16
"Atlantic City-Hammonton, NJ",-7.892532067456078e-05,-0.00012791554529152345,-0.00045208065279999255,0.0008258358832624302,-0.0005535914085310953,-9.939313408780805e-05,-0.0006499820900564973,0.00013391332976266134,-9.168301151162093e-05,0.0002314139114569475,-0.00033656066527127813,-0.0005342572721432215,-0.00039558194039680523,-0.00020761271869042947,-0.000164576804331383,-0.00013242685871169154,-9.894189026336136e-05,-3.581171340067465e-05,3.546810591793044e-05,0.00034747516639165987,0.0005522366767888138,0.0020374729729127393,-0.00020447502033154013,-3.002155815612362e-16
"Augusta-Richmond County, GA-SC",9.926234571112154e-05,0.0003980932069530586,-0.0003420472884053103,0.0006092784866115125,-0.0008209436944282129,0.0005861563716473741,-0.000835338663165715,0.00017821490501244362,0.0006913973377919613,-1.0685790027270244e-05,0.000507486739476704,-0.00027351568535383943,1.3023798587977241e-05,0.0003060455330595527,8.618175533709935e-05,-0.0003747694101186095,-0.000143332102645079,0.00012570280069300766,0.000357948714318113,-0.0007597960385972581,7.3268223618960186e-06,-0.0005782002159124785,0.00017251007109234237,3.9118014383277e-16
"Austin-Round Rock, TX",0.0006536831183088865,-0.0011071805949624753,0.003086068784849655,-0.0013414386206387226,0.004158035822291553,-0.0008580698120749606,0.00526549858258375,-0.000522247180902791,-0.001853141274509273,-0.0035318202515883046,-0.0015922866636282305,0.0027912967811454257,0.0018263667775767429,-0.00018824011464488137,-0.0015557370104941348,-0.00021725994490064387,-0.0011628201543799135,0.00013492403674347266,-0.0015173320965214216,0.00020893377920100722,-0.00041094663826433866,-0.0003504969392947137,-0.0019157903858961923,-5.048045315092509e-16
"Bakersfield, CA",-0.0012945478961461144,-0.001143676973026777,-0.0018675407583215462,5.673886229147669e-05,-0.0027046944606174484,-0.00036154871428346154,-0.0029545221284726507,0.007348034870848908,-0.0005294780731008742,0.018470830644582693,-0.0010267725876420318,-0.0018688242666232752,-0.001221654204386159,-0.0011838861366133832,-0.0002572848097935369,-0.0016809588971233452,-0.0017740421339958146,-0.0009867298511696278,-0.000840965063205623,-0.000872402506011494,-0.0007017434173490398,-0.002215670469757014,-0.0003886610300837933,6.938893903907228e-17
"Baltimore-Columbia-Towson, MD",0.0012405850717282446,-0.0006246748292382176,0.0020820063894114137,-0.0028765323237393645,0.0009553295774396104,1.2775259007497333e-05,0.002458303403624109,-0.004499074263183833,-0.002646531283077215,-0.004451813552580047,-0.0011107892639549725,0.0039633452188378845,-2.6893023263799797e-05,0.001535684508620976,-0.0008371001867586774,0.0011826266827544146,-0.0006150437191768552,-0.0007717871805056689,-0.0013814747859158634,0.000764335908814166,0.0027899277521640188,0.0034242677989385437,-0.0005674731599468342,-4.692427002517263e-16
"Bangor, ME",8.943577448526543e-05,0.0002375744572287027,-0.0003428376461278663,0.0012260261430888544,-0.000837137887526369,7.529292600441819e-05,-0.000698337505823071,0.0006281062216626876,4.140220839800524e-05,0.0006571464761165737,0.000267594839340448,-0.00039977280482609537,-0.0001924799544744789,-0.0001083577528511034,0.00023484801420354325,-0.00011575630803556554,-0.00019032259431753506,8.786375815351705e-06,0.00016208901497135675,-1.8780012073813987e-05,-0.00030108192909946,-0.0005068923916834345,8.345433552398626e-05,4.0023323197302396e-16
"Barnstable Town, MA",-0.00022822510902335564,0.0009125103482202817,-0.00020208011048378726,0.0008713389190415335,0.0005796923443544099,-9.144910286180291e-05,-0.0005522109074088921,0.0006282806015897664,-0.00026169820536501583,0.0005078402337903526,0.00010534218753852694,-0.00024452043872941643,-4.20388416782e-05,-0.00020547676425012446,-0.00014170876523567782,-0.0007433134413535866,-0.00027884000202205617,-0.00021102240742676935,0.0003179184337666357,-0.00024599344791883507,-4.060086067828104e-05,-0.00012813451933515563,-0.0003056101445307348,-1.8431436932253575e-16
"Baton Rouge, LA",0.00012714431084256896,0.00016552954657170628,-0.0001874486261665624,0.00020826260962176005,-0.0009422668108813653,0.00024143394976252177,-0.0006419382470689676,0.0023340839635971914,-0.00021860840067009098,-0.0007621698904785226,0.0006491825616034518,-0.0003556147963202916,-0.0002590481073602752,0.0003957263977937002,3.0085236695146997e-05,-0.00017096597819956164,-0.0003472502064389314,0.00043178759338715527,0.0002467035810909603,-0.0007098455296449101,0.0004081709930242438,-0.000527778892727631,-0.0001151752580331102,1.8691645453650096e-16
"Beaumont-Port Arthur, TX",-0.0001464786596209115,0.0006823462345926256,-0.0005680758150696434,0.0006064745481075794,-0.001205030171961146,0.00035784823340934114,-0.001119750336442048,0.0020437216184544106,0.0004627578075987282,-0.00019332840541900326,0.001011045230715271,-0.0006330104884673724,-0.00019542991105445584,-6.63785561375804e-05,0.00042523541001556614,-0.0006928755804550425,-0.000318303225418212,-7.895907079225268e-06,0.00018367875360977988,-0.000318044427471191,0.000713693808400263,-0.0010108908769110114,-1.1309283397290806e-05,-5.685556192513985e-16
"Beckley, WV",-5.8050894592676983e-05,5.049607555476028e-05,-0.0004326485272400087,0.001382155466427912,-0.0006378008213598113,0.00030660032741587574,-0.0006048099102917135,0.001493958752950645,9.435791116836284e-05,0.0006078948177345313,0.00036874285632370566,-0.0004383092171436377,-0.0001647730896549213,-0.0001239405712776458,0.00011396296924480082,-0.000505366803237919,-0.0002471291240527775,-8.236144232189074e-05,1.190835260491435e-05,-0.00034067739449333075,-0.00023283379039880234,-0.0005603188101716452,-1.057133188956175e-06,-2.2892928872031426e-16
"Bellingham, WA",-0.00011138579035482453,4.173821247111279e-05,-0.0002789912979051561,0.0013285992061931665,-0.0005996695852052589,0.00015892129717492824,-0.000606698265830761,0.0006155277283729976,8.665659340871535e-05,0.0021381352143423835,-7.235460474574193e-05,-0.0003376787244999853,-0.0003116366319340688,-0.00028691449417309327,-5.240371329004673e-05,-0.0006878488372526555,-0.00018512494870162502,-2.145761943573817e-05,-0.0001645097508653332,-3.566719178160391e-05,-8.264746210774989e-05,-0.0005599988762065244,2.5409542326696247e-05,-1.6642503347652493e-16
"Birmingham-Hoover, AL",0.0003634926843199605,0.00018971196126869785,-0.00031586590189297114,-0.0003568161177354484,-0.00015504635343277376,0.0010106459702583135,-0.00016405500574677564,0.0013929947079451828,0.0009244094791655004,-0.000607893910284731,0.0006152848608228434,-0.0002768248716844002,0.00013545620559101638,7.280085249759165e-05,0.00035743019377563806,-0.0003616629833569701,-0.00038336208652524004,-0.0003969029615938529,0.00042875093969255195,-0.00021685466802101898,0.0002580123991175352,-0.0018355906965774392,-0.0006781146976034187,-2.0860049798621105e-16
"Bismarck, ND",-0.00019292405903429213,-0.00015396181315045483,-0.0005122897614966238,0.002703190172465099,-0.0008208082285017266,0.00010479840075586065,-0.0005165431636003285,0.00202067455375763,-4.738004774605228e-05,0.0008356493740348161,-6.168042941950949e-05,-0.0005895776456459529,-0.0003991494802046365,-0.000255434335889861,4.030333906248566e-05,-0.0004155043011091231,-0.00027043464138899265,-0.0002766087195309059,-2.815439454110076e-05,0.00017742103347732853,-0.00041584119754071747,-0.0006385483463999921,-0.00028719630835317137,-2.2144829373016428e-16
"Blacksburg-Christiansburg-Radford, VA",-0.00016728803543656484,-0.00031294012897722766,-0.0006504613640443967,0.0014111312018315262,-0.0011296331355707993,0.0002038342192938879,-0.0009311775413046012,0.0013137802998865573,0.000250581111940075,0.0008259183603400434,0.0001086093310644177,-0.0004105113863054257,-3.2016362391809215e-05,0.0001824088663350664,-0.00014406271949588705,-0.0006311019963702957,-0.0003030635116741654,0.0003941868066788213,0.0001099089326911264,-0.00011087472231804431,-0.00021129301139429033,0.0005810870674084353,-0.00034702228218664406,-1.947227101783966e-16
"Bloomington, IL",0.00015886786544374134,0.00015430924947307874,-0.0003445090467036903,0.0016720764704692324,-0.0008330672705241929,-5.113534504205873e-06,-0.0005972969639200951,0.0007709997285016636,0.00029371540382168123,0.0007190196879426497,0.00019308000809462397,-0.0003070467070207196,-0.00020753361521320295,-0.00026881220745692745,-9.375771168888082e-05,-0.0006688117917593896,-0.0003490567281843591,-7.95431505819723e-05,0.00031769290068253263,0.00018354170244826206,-0.00024940647231978406,-9.019326333685863e-05,-0.0003691545536634378,-2.507759624958972e-16
"Bloomington, IN",-0.00013117953456354,-7.89373979840027e-05,-0.0004195723460412717,0.001137268879252151,-0.0007886847764618744,6.174377472331275e-05,-0.0005470214393681764,0.0006333515898996821,0.0003045816280566998,0.0003200902081518325,0.00010789628850994262,-0.00020197763284180077,-0.00019579608347208431,-3.442752790790881e-05,3.59775321158378e-05,-0.0002469458944338709,-0.00018507722608054048,0.00016015005492464628,3.9690574987513e-06,1.8333803213780578e-05,-0.00020795537622416544,0.00038896487931966016,-0.0001347524602873192,-2.582027473774229e-16
"Boise City, ID",-6.253133499249577e-05,0.0003830411112029416,-0.0003107391986708276,0.0017645157067217954,-0.0002442548202323306,-8.242566357784297e-05,-0.00011038092546223222,0.0004028327391780264,-0.00021454510634795606,0.0011905970816532127,-2.756616598541305e-05,-0.00033208883178595643,-0.0003256550596805398,0.0002960307295096355,0.00020352649712118177,-0.0010238581733093268,-0.0002202474557374966,-0.00012497669540260936,0.00047004273826289564,0.0004036404614130248,-0.0006016271951145213,-0.0015110841203604957,7.77536815978249e-05,4.948298715223842e-16
